PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Raffort, J; Lareyre, F				Raffort, Juliette; Lareyre, Fabien			Regarding "The association between platelet/lymphocyte ratio, neutrophil/lymphocyte ratio, and carotid artery stenosis and stroke following carotid endarterectomy"	VASCULAR																														1708-5381	1708-539X				FEB	2020	28	1					3	4	1708538119880389	10.1177/1708538119880389		OCT 2019						WOS:000489397300001	31584349					
J	Rougier, MB; Gattoussi, S; Le-Goff, M; Korobelnik, JF				Rougier, Marie-Benedicte; Gattoussi, Sarra; Le-Goff, Melanie; Korobelnik, Jean Francois			OCT angiography analysis in acute non-arteritic anterior ischemic optic neuropathy: The importance of segmentation	EUROPEAN JOURNAL OF OPHTHALMOLOGY																		LE GOFF, Melanie/0000-0003-2848-6287; rougier, marie-benedicte/0000-0002-0900-7941; Gattoussi, Sarra/0000-0002-8905-7112												1120-6721	1724-6016				NOV	2021	31	6					3471	3475	1120672120978358	10.1177/1120672120978358		DEC 2020						WOS:000678277200001	33307804					
J	Allyn, J; Allou, N; Vidal, C; Renou, A; Ferdynus, C				Allyn, Jerome; Allou, Nicolas; Vidal, Charles; Renou, Amelie; Ferdynus, Cyril			Adversarial attack on deep learning-based dermatoscopic image recognition systems Risk of misdiagnosis due to undetectable image perturbations	MEDICINE																														0025-7974	1536-5964				DEC 11	2020	99	50							e23568	10.1097/MD.0000000000023568								WOS:000612838800096	33327315					
J	Janssen, E; Le Nezet, O; Shah, J; Chyderiotis, S; Brissot, A; Philippon, A; Legleye, S; Spilka, S				Janssen, Eric; Le Nezet, Olivier; Shah, Jalpa; Chyderiotis, Sandra; Brissot, Alex; Philippon, Antoine; Legleye, Stephane; Spilka, Stanislas			Increasing socioeconomic disparities in tobacco smoking decline among French adolescents (2000-2017)	JOURNAL OF PUBLIC HEALTH																		Legleye, Stephane/0000-0002-1704-2499												1741-3842	1741-3850				DEC	2020	42	4					E449	E457		10.1093/pubmed/fdz135								WOS:000606028600007	31774505					
J	Amico, S; Barnetche, T; Dequidt, L; Fauconneau, A; Gerard, E; Boursault, L; Boniface, K; Darrigade, AS; Seneschal, J				Amico, Severine; Barnetche, Thomas; Dequidt, Laure; Fauconneau, Antoine; Gerard, Emilie; Boursault, Lucile; Boniface, Katia; Darrigade, Anne-Sophie; Seneschal, Julien		FHU ACRONIM Federat Hosp Univ	Characteristics of postinflammatory hyper- and hypopigmentation in patients with psoriasis: A survey study	JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY																														0190-9622	1097-6787				OCT	2020	83	4					1188	1191		10.1016/j.jaad.2020.02.025								WOS:000569306800038	32068039					
J	Durand, C; Boudet, A; Lavigne, JP; Pantel, A				Durand, Clarisse; Boudet, Agathe; Lavigne, Jean-Philippe; Pantel, Alix			Evaluation of Two Methods for the Detection of Third Generation Cephalosporins Resistant Enterobacterales Directly From Positive Blood Cultures	FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY																	Lavigne, Jean-Philippe/E-1756-2014	Lavigne, Jean-Philippe/0000-0002-9484-0304												2235-2988					SEP 11	2020	10								491	10.3389/fcimb.2020.00491								WOS:000575643800001	33014900					
J	Barateau, A; De Crevoisier, R; Largent, A; Mylona, E; Perichon, N; Castelli, J; Chajon, E; Acosta, O; Simon, A; Nunes, JC; Lafond, C				Barateau, Anais; De Crevoisier, Renaud; Largent, Axel; Mylona, Eugenia; Perichon, Nicolas; Castelli, Joel; Chajon, Enrique; Acosta, Oscar; Simon, Antoine; Nunes, Jean-Claude; Lafond, Caroline			Comparison of CBCT-based dose calculation methods in head and neck cancer radiotherapy: from Hounsfield unit to density calibration curve to deep learning	MEDICAL PHYSICS																	SIMON, Antoine/N-5717-2015; de Crevoisier, Renaud/ABD-7321-2020; Acosta, Oscar/A-5935-2012; Lafond, Caroline/ABD-8219-2020; Mylona, Eugenia/AAP-8913-2020; CASTELLI, joel/P-6142-2018	SIMON, Antoine/0000-0001-6023-6427; Mylona, Eugenia/0000-0002-1275-6249; CASTELLI, joel/0000-0001-6128-1836												0094-2405	2473-4209				OCT	2020	47	10					4683	4693		10.1002/mp.14387		AUG 2020						WOS:000557829100001	32654160					
J	Charpy, J; Chaghouri, PE; Benattar, N; Castet, SM; Huguenin, Y; James, C; Fiore, M				Charpy, Juliette; Chaghouri, Pierre-Elian; Benattar, Norbert; Castet, Sabine-Marie; Huguenin, Yoann; James, Chloe; Fiore, Mathieu			Evaluation of the potential utility of the total thrombus-formation analysis system in comparison to the platelet function analyser in subjects with primary haemostatic defects	BRITISH JOURNAL OF HAEMATOLOGY																		James, Chloe/0000-0001-9553-2701												0007-1048	1365-2141				OCT	2020	191	1					E7	E10		10.1111/bjh.16925		JUL 2020						WOS:000547572100001	32609384					
J	Cavarelli, M; Le Grand, R				Cavarelli, Mariangela; Le Grand, Roger			The importance of semen leukocytes in HIV-1 transmission and the development of prevention strategies	HUMAN VACCINES & IMMUNOTHERAPEUTICS																														2164-5515	2164-554X				SEP 1	2020	16	9					2018	2032		10.1080/21645515.2020.1765622		JUN 2020						WOS:000547014400001	32614649					
J	Verit, I; Gemini, L; Fricain, JC; Kling, R; Rigothier, C				Verit, Isabel; Gemini, Laura; Fricain, Jean-Christophe; Kling, Rainer; Rigothier, Claire			Intra-volume processing of gelatine hydrogel by femtosecond laser-induced cavitation	LASERS IN MEDICAL SCIENCE																		fricain, jean christophe/0000-0001-7855-6437; Gemini, Laura/0000-0002-0644-0520												0268-8921	1435-604X				FEB	2021	36	1					197	206		10.1007/s10103-020-03081-4		JUN 2020						WOS:000543690500002	32594349					
J	Brossier, M; Querre, M; Denois, VR				Brossier, Melanie; Querre, Madina; Regnier Denois, Veronique			Are French adolescents ready to adopt the electronic cigarette? A qualitative study of their knowledge and representations	JOURNAL OF PUBLIC HEALTH-HEIDELBERG																														2198-1833	1613-2238															10.1007/s10389-020-01326-8		JUN 2020						WOS:000539857400001						
J	Catteau, M; Gouzi, F; Blervaque, L; Passerieux, E; Blaquiere, M; Ayoub, B; Bughin, F; Mercier, J; Hayot, M; Pomies, P				Catteau, Matthias; Gouzi, Fares; Blervaque, Leo; Passerieux, Emilie; Blaquiere, Marine; Ayoub, Bronia; Bughin, Francois; Mercier, Jacques; Hayot, Maurice; Pomies, Pascal			Effects of a human microenvironment on the differentiation of human myoblasts	BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS																	Pomies, Pascal/AAC-8037-2020; Passerieux, Emilie/N-9243-2018	Pomies, Pascal/0000-0002-5301-6087; Passerieux, Emilie/0000-0003-0184-5438												0006-291X	1090-2104				MAY 14	2020	525	4					968	973		10.1016/j.bbrc.2020.03.020								WOS:000526804200023	32173533					
J	Navarrete-Reyes, AP; Avila-Funes, JA				Navarrete-Reyes, Ana Patricia; Avila-Funes, Jose Alberto			Staying in a Burning House: Perks and Perils of a Hotline in the Times of COVID-19	JOURNAL OF THE AMERICAN GERIATRICS SOCIETY																	AVILA-FUNES, Jose Alberto/T-4210-2019	AVILA-FUNES, Jose Alberto/0000-0003-0033-5508; Navarrete-Reyes, Ana Patricia/0000-0002-7640-6176												0002-8614	1532-5415				MAY	2020	68	5					E10	E11		10.1111/jgs.16479		MAY 2020						WOS:000530142500001	32277475					
J	Gachet, C; Hechler, B				Gachet, Christian; Hechler, Beatrice			Platelet Purinergic Receptors in Thrombosis and Inflammation	HAMOSTASEOLOGIE					64th Annual Meeting of the Society-of-Thrombosis-and-Haemostasis-Research (GTH)	FEB 18-21, 2020	Bremen, GERMANY	Soc Thrombosis & Haemostasis Res																						0720-9355	2567-5761				MAY	2020	40	2					145	152		10.1055/a-1113-0711								WOS:000615285200003	32464678					
J	Lafaurie, M; Baricault, B; Soler, V; Cassagne, M; Sailler, L; Lapeyre-Mestre, M; Sommet, A; Moulis, G				Lafaurie, Margaux; Baricault, Berangere; Soler, Vincent; Cassagne, Myriam; Sailler, Laurent; Lapeyre-Mestre, Maryse; Sommet, Agnes; Moulis, Guillaume			No increased risk of cataract in adult patients with primary immune thrombocytopenia treated with eltrombopag. A French nationwide nested case-control study	BRITISH JOURNAL OF HAEMATOLOGY																	Lafaurie, Margaux/AAQ-9449-2020; Lapeyre-Mestre, Maryse/C-8710-2012	Lapeyre-Mestre, Maryse/0000-0002-5494-5873; Lafaurie, Margaux/0000-0001-6010-2891												0007-1048	1365-2141				MAY	2020	189	4					E135	E138		10.1111/bjh.16561								WOS:000533030000006	32155284					
J	Thille, AW; Ragot, S; Frat, JP				Thille, Arnaud W.; Ragot, Stephanie; Frat, Jean-Pierre			Strategies to Avoid Extubation Failure Among ICU Patients-Reply	JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION																														0098-7484	1538-3598				MAR 3	2020	323	9			SI		892	893		10.1001/jama.2019.21954								WOS:000519630600022	32125397					
J	Louis, C; Papoutsoglou, P; Coulouarn, C				Louis, Corentin; Papoutsoglou, Panagiotis; Coulouarn, Cedric			Molecular classification of cholangiocarcinoma	CURRENT OPINION IN GASTROENTEROLOGY																	Papoutsoglou, Panagiotis/AAF-8898-2019; Coulouarn, Cedric/E-5472-2011; LOUIS, Corentin/AAE-4874-2019	Papoutsoglou, Panagiotis/0000-0003-2115-3500; Coulouarn, Cedric/0000-0002-5692-9586; LOUIS, Corentin/0000-0002-5513-4394												0267-1379	1531-7056				MAR	2020	36	2					57	62		10.1097/MOG.0000000000000611								WOS:000526400800002	31895230					
J	Moreau, HD; Lennon-Dumenil, AM; Pierobon, P				Moreau, Helene D.; Lennon-Dumenil, Ana-Maria; Pierobon, Paolo			"If you please... draw me a cell" Insights from immune cells	JOURNAL OF CELL SCIENCE																														0021-9533	1477-9137				MAR	2020	133	5							jcs244806	10.1242/jcs.244806								WOS:000520131300053	32122988					
J	Nivesse, AL; de Chanvalon, AT; Baglan, N; Montavon, G; Granger, G; Peron, O				Nivesse, A-L.; de Chanvalon, A. Thibault; Baglan, N.; Montavon, G.; Granger, G.; Peron, O.			An overlooked pool of hydrogen stored in humic matter revealed by isotopic exchange: implication for radioactive H-3 contamination	ENVIRONMENTAL CHEMISTRY LETTERS																	; Thibault de Chanvalon, Aubin/C-8515-2017	Peron, Olivier/0000-0003-1218-4743; Thibault de Chanvalon, Aubin/0000-0003-1750-534X												1610-3653	1610-3661				MAR	2020	18	2					475	481		10.1007/s10311-019-00946-1								WOS:000520187600015						
J	Loussert, L; Vidal, F; Parant, O; Hamdi, SM; Vayssiere, C; Guerby, P				Loussert, Lola; Vidal, Fabien; Parant, Olivier; Hamdi, Safouane M.; Vayssiere, Christophe; Guerby, Paul			Aspirin for prevention of preeclampsia and fetal growth restriction	PRENATAL DIAGNOSIS																	VAYSSIERE, Christophe/AAE-3709-2019	VAYSSIERE, Christophe/0000-0001-7057-768X												0197-3851	1097-0223				APR	2020	40	5					519	527		10.1002/pd.5645		FEB 2020						WOS:000510631100001	31955436					
J	Homa, M; Loyens, A; Eddarkaoui, S; Faivre, E; Deramecourt, V; Maurage, CA; Buee, L; Huin, V; Sablonniere, B				Homa, Megane; Loyens, Anne; Eddarkaoui, Sabiha; Faivre, Emilie; Deramecourt, Vincent; Maurage, Claude-Alain; Buee, Luc; Huin, Vincent; Sablonniere, Bernard			The TMEM240 Protein, Mutated in SCA21, Is Expressed in Purkinje Cells and Synaptic Terminals	CEREBELLUM																	BUEE, Luc/B-3126-2010; Huin, Vincent/J-9610-2013	BUEE, Luc/0000-0002-6261-4230; Huin, Vincent/0000-0001-8201-5406; Emilie, Faivre/0000-0002-8608-9848; Homa, Megane/0000-0002-3904-6888; Sablonniere, Bernard/0000-0003-0384-4076												1473-4222	1473-4230				JUN	2020	19	3					358	369		10.1007/s12311-020-01112-y		JAN 2020						WOS:000510311300001	32002801					
J	Suwabe, T; Shukoor, S; Chamberlain, AM; Killian, JM; King, BF; Edwards, M; Senum, SR; Madsen, CD; Chebib, FT; Hogan, MC; Cornec-Le Gall, E; Harris, PC; Torres, VE				Suwabe, Tatsuya; Shukoor, Shehbaz; Chamberlain, Alanna M.; Killian, Jill M.; King, Bernard F.; Edwards, Marie; Senum, Sarah R.; Madsen, Charles D.; Chebib, Fouad T.; Hogan, Marie C.; Cornec-Le Gall, Emilie; Harris, Peter C.; Torres, Vicente E.			Epidemiology of Autosomal Dominant Polycystic Kidney Disease in Olmsted County	CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY																		CORNEC-LE GALL, Emilie/0000-0003-1958-4459; Senum, Sarah/0000-0002-5489-9117; Chamberlain, Alanna/0000-0003-1888-9584												1555-9041	1555-905X				JAN 7	2020	15	1					69	79		10.2215/CJN.05900519								WOS:000510213000012	31791998					
J	Belgacemi, R; Luczka, E; Ancel, J; Diabasana, Z; Perotin, JM; Germain, A; Lalun, N; Birembaut, P; Dubernard, X; Merol, JC; Delepine, G; Polette, M; Deslee, G; Dormoy, V				Belgacemi, Randa; Luczka, Emilie; Ancel, Julien; Diabasana, Zania; Perotin, Jeanne-Marie; Germain, Adeline; Lalun, Nathalie; Birembaut, Philippe; Dubernard, Xavier; Merol, Jean-Claude; Delepine, Gonzague; Polette, Myriam; Deslee, Gaetan; Dormoy, Valerian			Airway epithelial cell differentiation relies on deficient Hedgehog signalling in COPD	EBIOMEDICINE																	Dormoy, Valerian/P-5109-2016; ancel, julien/AAM-8908-2020; ANCEL, Julien/AAD-7228-2022	Dormoy, Valerian/0000-0003-1725-371X; ancel, julien/0000-0003-3128-9348; Luczka, Emilie/0000-0003-3517-0117												2352-3964					JAN	2020	51								102572	10.1016/j.ebiom.2019.11.033								WOS:000512904900016	31877414					
S	Chabab, G; Bonnefoy, N; Lafont, V		Birbrair, A		Chabab, Ghita; Bonnefoy, Nathalie; Lafont, Virginie			IL-21 Signaling in the Tumor Microenvironment	TUMOR MICROENVIRONMENT: THE ROLE OF INTERLEUKINS, PT A	Advances in Experimental Medicine and Biology																Lafont, Virginie/R-9356-2017; Bonnefoy, Nathalie/J-2536-2012	Lafont, Virginie/0000-0001-9612-3934; 												0065-2598	2214-8019	978-3-030-38315-2; 978-3-030-38314-5				2020	1240						73	82		10.1007/978-3-030-38315-2_6	10.1007/978-3-030-38315-2							WOS:000539025000007	32060889					
J	Denis, MG; Bennouna, J				Denis, Marc G.; Bennouna, Jaafar			Osimertinib for Front-Line Treatment of Locally Advanced or Metastatic EGFR -Mutant NSCLC Patients: Efficacy, Acquired Resistance and Perspectives for Subsequent Treatments	CANCER MANAGEMENT AND RESEARCH																		Bennouna, Jaafar/0000-0002-5034-1108												1179-1322						2020	12						12593	12602		10.2147/CMAR.S218751								WOS:000598686100009	33324104					
S	Kalichuk, V; Kambarev, S; Behar, G; Chalopin, B; Renodon-Corniere, A; Mouratou, B; Pecorari, F		Zielonka, S; Krah, S		Kalichuk, Valentina; Kambarev, Stanimir; Behar, Ghislaine; Chalopin, Benjamin; Renodon-Corniere, Axelle; Mouratou, Barbara; Pecorari, Frederic			Affitins: Ribosome Display for Selection of Aho7c-Based Affinity Proteins	GENOTYPE PHENOTYPE COUPLING: METHODS AND PROTOCOLS	Methods in Molecular Biology																Renodon-Corniere, Axelle/L-2944-2015; Pecorari, Frederic/L-2942-2015	Pecorari, Frederic/0000-0002-7854-0643												1064-3745	1940-6029	978-1-4939-9853-1; 978-1-4939-9852-4				2020	2070						19	41		10.1007/978-1-4939-9853-1_2	10.1007/978-1-4939-9853-1							WOS:000562648000003	31625088					
J	Nuss, V; Barben, J; Laborde, C; Vovelle, J; Deidda, M; Mihai, AM; Putot, A; Manckoundia, P				Nuss, Valentine; Barben, Jeremy; Laborde, Caroline; Vovelle, Jeremie; Deidda, Martha; Mihai, Anca-Maria; Putot, Alain; Manckoundia, Patrick			Factors Determining the Choice of a Career in Geriatrics among Students in Geriatric in-Hospital Training: A Prospective Study of 74 Medical Students	GERIATRICS																	; Alain, Putot/O-2164-2018	Barben, Jeremy/0000-0001-7140-8415; Alain, Putot/0000-0002-4408-554X; Manckoundia, Patrick/0000-0002-5518-9803													2308-3417				DEC	2020	5	4							87	10.3390/geriatrics5040087								WOS:000601490000001	33158253					
J	Beck, M; Baranger, M; Moufok-Sadoun, A; Bersuder, E; Hinkel, I; Mellitzer, G; Martin, E; Marisa, L; Duluc, I; de Reynies, A; Gaiddon, C; Freund, JN; Gross, I				Beck, Marine; Baranger, Mathilde; Moufok-Sadoun, Ahlam; Bersuder, Emilie; Hinkel, Isabelle; Mellitzer, Georg; Martin, Elisabeth; Marisa, Laetitia; Duluc, Isabelle; de Reynies, Aurelien; Gaiddon, Christian; Freund, Jean-Noel; Gross, Isabelle			The atypical cadherin MUCDHL antagonizes colon cancer formation and inhibits oncogenic signaling through multiple mechanisms	ONCOGENE																	Gaiddon, Christian/F-7321-2012; Georg, Mellitzer/R-4180-2016; DULUC, Isabelle/AAA-7062-2022; Freund, Jean-Noel/R-4383-2016; Gross, Isabelle/P-9859-2019	Gaiddon, Christian/0000-0003-4315-3851; DULUC, Isabelle/0000-0001-8396-6385; Freund, Jean-Noel/0000-0002-0971-3774; Gross, Isabelle/0000-0002-2783-8773; Georg, Mellitzer/0000-0003-4467-0789												0950-9232	1476-5594				JAN 21	2021	40	3					522	535		10.1038/s41388-020-01546-y		NOV 2020						WOS:000589573800002	33188295					
J	Michel, JB				Michel, Jean-Baptiste			William Harvey reinterpreted in the light of species evolution (I) - How and why circulation phylogenesis integrates itself within species evolution	M S-MEDECINE SCIENCES																														0767-0974	1958-5381				NOV 5	2020	36	11					997	1003		10.1051/medsci/2020170								WOS:000587217700012	33151863					
J	Jankowski, R; Gallet, P; Nguyen, DT; Rumeau, C				Jankowski, R.; Gallet, P.; Nguyen, D-T; Rumeau, C.			Septoplasty by disarticulation	EUROPEAN ANNALS OF OTORHINOLARYNGOLOGY-HEAD AND NECK DISEASES																														1879-7296	1879-730X				NOV	2020	137	5					423	426		10.1016/j.anorl.2020.07.014								WOS:000579866800014	33020044					
J	Siguret, V; Voicu, S; Neuwirth, M; Delrue, M; Gayat, E; Stepanian, A; Megarbane, B				Siguret, Virginie; Voicu, Sebastian; Neuwirth, Marie; Delrue, Maxime; Gayat, Etienne; Stepanian, Alain; Megarbane, Bruno			Are antiphospholipid antibodies associated with thrombotic complications in critically ill COVID-19 patients?	THROMBOSIS RESEARCH																	Gayat, Etienne/ABG-5308-2021	Siguret, Virginie/0000-0002-6509-8964; Stepanian, Alain/0000-0002-2942-0901; DELRUE, Maxime/0000-0002-9777-6205												0049-3848	1879-2472				NOV	2020	195						74	76		10.1016/j.thromres.2020.07.016								WOS:000583278500014	32663703					
J	Nicole, O; Pacary, E				Nicole, Olivier; Pacary, Emilie			CaMKII beta in Neuronal Development and Plasticity: An Emerging Candidate in Brain Diseases	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES																	Pacary, Emilie/N-6994-2017	Pacary, Emilie/0000-0002-7316-4546; Nicole, Olivier/0000-0001-9981-1820													1422-0067				OCT	2020	21	19							7272	10.3390/ijms21197272								WOS:000586432000001	33019657					
J	Ponge, R				Ponge, Remy			From agenda setting to reflux: Trade union leaders and mental suffering at work (1950-1982)	SOCIOLOGIE DU TRAVAIL																														0038-0296	1777-5701				OCT-DEC	2020	62	4							35647	10.4000/sdt.35647								WOS:000603323700001						
J	Camuset, M; Huault, A; Grain, A; Clemenceau, B; Rialland, F; Thomas, C; Chevallier, P; Bene, MC; Eveillard, M				Camuset, Margaux; Huault, Alice; Grain, Audrey; Clemenceau, Beatrice; Rialland, Fanny; Thomas, Caroline; Chevallier, Patrice; Bene, Marie C.; Eveillard, Marion			Therapeutic targets in childhood B-acute lymphoblastic leukemia: what about HER2/neu?	HEMATOLOGICAL ONCOLOGY																		Eveillard, Marion/0000-0001-7206-5135												0278-0232	1099-1069				APR	2021	39	2					270	272		10.1002/hon.2799		SEP 2020						WOS:000571091600001	32894593					
